Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
John Henson,PF,29,DET,11,188,17.1,.670,.098,.255,8.3,20.8,14.5,9.3,2.1,4.5,20.9,16.7,0.2,0.2,0.4,.110,-1.2,1.8,0.6,0.1
Dewan Hernandez,C,23,TOR,6,28,12.9,.432,.143,.357,19.3,33.2,26.4,16.4,1.7,0.0,15.6,29.3,0.0,0.1,0.0,.043,-6.6,-3.0,-9.6,-0.1
Juan HernangÃ³mez,PF,24,TOT,48,833,10.4,.518,.522,.287,5.6,20.5,12.8,6.6,1.1,1.0,10.3,15.7,0.2,0.7,0.9,.052,-2.2,-1.1,-3.4,-0.3
Juan HernangÃ³mez,PF,24,DEN,34,422,6.9,.442,.545,.227,6.4,18.8,12.6,6.7,0.6,1.1,12.9,14.3,-0.2,0.3,0.1,.007,-4.0,-1.2,-5.2,-0.3
Juan HernangÃ³mez,PF,24,MIN,14,411,14.1,.576,.504,.336,4.7,22.1,13.1,6.4,1.6,0.8,8.2,17.1,0.5,0.4,0.8,.098,-0.4,-1.0,-1.5,0.1
Willy HernangÃ³mez,C,25,CHO,31,375,19.2,.576,.158,.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,0.4,0.4,0.8,.107,0.6,-0.5,0.1,0.2
Tyler Herro,SG,20,MIA,55,1508,12.5,.550,.472,.158,1.2,14.9,8.3,12.7,1.1,0.6,11.4,22.3,0.2,1.3,1.6,.050,-0.4,-1.2,-1.6,0.1
Kevin Hervey,PF,23,OKC,10,52,5.0,.315,.741,.000,2.2,22.7,12.7,13.9,0.9,1.7,0.0,22.8,-0.2,0.1,-0.1,-0.085,-4.0,-1.1,-5.1,0.0
Mario Hezonja,PF,24,POR,53,871,9.5,.525,.358,.271,3.6,18.3,11.0,7.5,2.0,0.9,14.7,13.9,0.1,0.6,0.8,.043,-3.1,0.2,-2.9,-0.2
Buddy Hield,SG,27,SAC,72,2216,16.0,.566,.592,.117,2.8,14.1,8.3,15.5,1.4,0.7,12.1,27.2,1.4,1.5,3.0,.064,2.5,-1.4,1.1,1.7
George Hill,PG,33,MIL,59,1271,16.9,.659,.468,.269,4.1,9.3,6.9,19.0,1.7,0.3,11.9,15.5,3.5,2.1,5.5,.210,1.6,1.3,2.9,1.6
Solomon Hill,SF,28,TOT,59,1088,9.8,.535,.615,.194,2.9,13.0,8.1,12.4,1.9,1.0,14.5,13.6,0.4,1.1,1.4,.064,-2.0,0.3,-1.7,0.1
Solomon Hill,SF,28,MEM,48,901,10.2,.549,.631,.163,2.9,13.8,8.4,13.4,1.6,0.7,13.8,13.4,0.5,0.8,1.4,.072,-1.7,0.2,-1.4,0.1
Solomon Hill,SF,28,MIA,11,187,8.1,.471,.533,.356,3.1,9.2,6.3,7.3,3.1,2.7,17.4,14.8,-0.2,0.3,0.1,.023,-3.8,0.9,-2.9,0.0
Jaylen Hoard,SF,20,POR,13,103,14.9,.504,.094,.406,14.4,18.1,16.2,5.3,2.3,0.0,9.6,17.2,0.1,0.1,0.2,.093,-0.8,-1.1,-1.9,0.0
Aaron Holiday,PG,23,IND,66,1617,11.6,.521,.393,.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,.063,-1.6,0.0,-1.6,0.2
Jrue Holiday,SG,29,NOP,61,2117,17.0,.537,.344,.181,3.8,10.9,7.3,29.1,2.2,1.9,14.5,24.5,2.0,1.9,3.9,.088,1.6,0.2,1.8,2.0
Justin Holiday,SG,30,IND,73,1826,12.1,.585,.681,.138,1.9,12.2,7.1,6.7,2.3,2.2,7.9,13.4,1.6,2.6,4.2,.112,-0.5,1.8,1.3,1.5
Rondae Hollis-Jefferson,SF,25,TOR,60,1122,15.1,.533,.070,.435,10.6,15.9,13.3,13.6,2.0,2.0,13.1,17.2,1.4,2.0,3.4,.146,-1.2,1.5,0.3,0.6
Richaun Holmes,C,26,SAC,44,1242,19.7,.681,.000,.343,11.2,21.5,16.2,5.1,1.6,4.3,11.6,15.6,3.4,1.5,4.9,.190,0.3,0.6,1.0,0.9
Rodney Hood,SF,27,POR,21,619,12.2,.625,.413,.157,1.7,10.4,6.1,7.0,1.3,0.6,9.4,13.9,0.9,0.2,1.1,.084,-0.4,-0.5,-0.9,0.2
Al Horford,C,33,PHI,67,2025,15.7,.536,.399,.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,2.8,2.6,5.4,.128,1.3,1.0,2.2,2.2
Talen Horton-Tucker,SG,19,LAL,6,81,12.3,.535,.433,.133,2.7,6.7,4.7,10.5,4.7,1.1,15.9,19.7,0.0,0.2,0.1,.070,-4.0,2.0,-2.1,0.0
Danuel House,SF,26,HOU,63,1913,11.3,.572,.659,.167,3.1,11.6,7.3,6.1,1.6,1.5,8.5,13.7,1.9,1.8,3.6,.091,-0.8,0.0,-0.7,0.6
Dwight Howard,C,34,LAL,69,1306,18.7,.696,.018,.773,14.6,27.8,21.2,4.8,1.1,5.4,18.5,14.7,2.8,2.6,5.4,.197,-1.0,1.2,0.2,0.7
William Howard,PF,26,HOU,2,13,-12.7,.000,1.000,.000,0.0,16.3,8.1,9.1,0.0,0.0,20.0,15.9,-0.1,0.0,-0.1,-0.357,-14.2,-5.4,-19.6,-0.1
Kevin Huerter,SG,21,ATL,56,1760,11.5,.536,.548,.105,2.1,12.0,7.0,17.5,1.4,1.3,12.0,17.1,1.0,0.6,1.6,.043,-0.7,-0.9,-1.6,0.2
De'Andre Hunter,SF,22,ATL,63,2018,8.6,.521,.445,.211,2.3,13.1,7.6,8.0,1.0,0.7,12.1,17.5,-0.4,0.5,0.1,.002,-2.9,-1.8,-4.7,-1.4
Chandler Hutchison,SF,23,CHI,28,527,12.4,.521,.217,.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,0.0,0.7,0.7,.060,-2.7,0.1,-2.6,-0.1
Serge Ibaka,C,30,TOR,55,1485,17.3,.583,.272,.185,8.3,23.5,16.1,8.6,0.9,3.0,13.1,24.0,1.2,2.7,3.9,.126,0.1,0.0,0.1,0.8
Andre Iguodala,SG,36,MIA,21,418,10.5,.507,.534,.170,4.7,15.7,10.4,16.9,1.6,5.0,21.6,12.7,0.0,0.6,0.6,.065,-1.9,1.4,-0.5,0.2
Ersan Ä°lyasova,PF,32,MIL,63,986,14.9,.589,.438,.278,6.6,22.7,15.1,6.6,1.1,1.5,8.8,16.1,1.6,2.0,3.6,.174,-0.3,0.8,0.4,0.6
Joe Ingles,SF,32,UTA,72,2137,12.6,.595,.638,.170,1.4,12.5,7.2,24.4,1.5,0.4,19.3,15.1,2.7,2.1,4.8,.108,0.0,0.7,0.7,1.5
Brandon Ingram,PF,22,NOP,62,2104,18.8,.587,.350,.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,3.3,1.8,5.1,.115,2.5,-0.4,2.1,2.2
Kyrie Irving,PG,27,BRK,20,658,26.2,.595,.341,.245,3.5,12.5,8.1,36.7,1.9,1.3,10.1,32.6,2.1,0.8,2.9,.210,6.7,0.9,7.7,1.6
Jonathan Isaac,SF,22,ORL,34,980,17.3,.552,.283,.232,6.2,19.6,12.7,7.4,2.6,7.2,11.8,18.3,0.6,1.9,2.5,.120,-0.5,2.9,2.3,1.1
Wesley Iwundu,SF,25,ORL,52,953,10.3,.544,.352,.416,2.6,12.5,7.4,8.8,1.3,1.2,8.6,13.7,0.8,0.8,1.7,.084,-2.7,0.0,-2.6,-0.2
Frank Jackson,PG,21,NOP,59,797,9.1,.510,.435,.227,2.9,8.1,5.5,10.8,1.0,0.4,11.9,21.2,-0.2,0.3,0.2,.010,-3.3,-2.2,-5.5,-0.7
Jaren Jackson Jr.,C,20,MEM,57,1622,16.3,.593,.489,.247,3.6,13.2,8.5,7.2,1.2,5.0,10.6,24.0,1.6,1.8,3.5,.103,0.3,0.1,0.4,1.0
Josh Jackson,SG,22,MEM,22,381,14.1,.547,.453,.314,3.1,14.9,9.1,13.1,2.2,2.1,13.4,22.8,0.1,0.5,0.5,.069,-1.1,1.1,0.0,0.2
Justin Jackson,PF,24,DAL,65,1045,9.5,.496,.478,.147,2.7,12.6,7.7,6.8,0.7,0.8,3.7,15.4,0.6,0.6,1.2,.054,-2.1,-1.3,-3.4,-0.4
Reggie Jackson,PG,29,TOT,31,743,13.7,.529,.445,.166,2.5,10.8,6.7,26.2,0.8,0.6,12.7,23.1,0.6,0.5,1.1,.073,0.8,-1.2,-0.4,0.3
Reggie Jackson,PG,29,DET,14,381,14.7,.492,.414,.167,3.2,9.1,6.1,30.8,1.0,0.2,9.8,27.0,0.2,0.1,0.4,.047,1.7,-2.2,-0.5,0.1
Reggie Jackson,PG,29,LAC,17,362,12.6,.587,.492,.164,1.8,12.6,7.3,21.3,0.7,1.0,16.9,19.1,0.4,0.4,0.8,.100,-0.1,-0.2,-0.3,0.2
Justin James,SG,23,SAC,36,232,11.0,.477,.345,.250,2.8,12.9,7.8,11.2,1.3,3.7,7.9,18.9,-0.1,0.2,0.1,.028,-1.4,-0.1,-1.4,0.0
LeBron James,PG,35,LAL,67,2316,25.5,.577,.326,.292,3.2,21.5,12.4,49.1,1.6,1.4,15.1,31.5,6.2,3.6,9.8,.204,6.6,1.8,8.4,6.1
Amile Jefferson,PF,26,ORL,18,74,8.9,.372,.000,1.000,14.1,19.5,16.7,7.2,0.7,3.7,13.0,13.5,0.0,0.1,0.0,.023,-4.8,-1.0,-5.8,-0.1
DaQuan Jeffries,SG,22,SAC,13,141,11.2,.586,.450,.150,2.3,12.3,7.2,7.1,1.4,0.7,4.5,13.7,0.2,0.1,0.3,.100,-2.7,-1.1,-3.8,-0.1
Ty Jerome,PG,22,PHO,31,328,7.9,.425,.442,.142,2.3,13.4,7.8,18.2,2.2,0.8,13.0,17.9,-0.3,0.3,0.0,-0.003,-4.0,0.1,-3.8,-0.2
Alize Johnson,SF,23,IND,17,118,13.3,.509,.276,.345,15.0,29.4,22.3,7.7,1.2,1.5,17.3,15.0,0.1,0.2,0.3,.111,-1.8,0.3,-1.5,0.0
B.J. Johnson,SF,24,ORL,10,83,5.4,.412,.281,.313,3.8,16.1,9.7,5.1,1.8,0.0,14.2,22.1,-0.2,0.1,-0.1,-0.074,-5.8,-3.2,-9.0,-0.1
Cameron Johnson,PF,23,PHO,57,1255,12.9,.586,.672,.141,4.3,12.4,8.3,7.7,1.4,1.4,6.9,15.7,1.7,1.0,2.7,.102,0.8,-0.4,0.3,0.7
James Johnson,PF,32,TOT,32,619,14.8,.572,.423,.223,4.3,16.3,10.3,18.4,1.9,4.6,16.9,19.4,0.3,0.8,1.1,.089,-1.1,1.1,0.0,0.3
James Johnson,PF,32,MIA,18,281,11.1,.547,.517,.161,3.3,16.9,10.4,11.1,1.0,4.6,13.9,17.0,0.0,0.4,0.4,.065,-2.6,0.8,-1.8,0.0
James Johnson,PF,32,MIN,14,338,17.9,.588,.359,.266,5.1,15.9,10.3,24.4,2.6,4.7,18.8,21.4,0.3,0.4,0.8,.109,0.1,1.5,1.6,0.3
Keldon Johnson,SF,20,SAS,17,301,19.1,.711,.247,.494,3.6,16.8,10.2,7.2,2.2,0.6,10.7,17.4,0.8,0.2,1.1,.174,1.5,0.0,1.5,0.3
Stanley Johnson,PF,23,TOR,25,150,9.9,.454,.407,.271,5.0,20.6,13.0,19.4,1.9,2.6,18.5,23.1,-0.3,0.3,0.0,.014,-3.9,1.4,-2.6,0.0
Tyler Johnson,SG,27,TOT,39,709,10.1,.504,.476,.200,2.7,8.9,5.8,14.8,1.1,1.1,9.6,18.0,0.3,0.5,0.7,.050,-2.0,-0.9,-2.9,-0.2
Tyler Johnson,SG,27,PHO,31,515,8.1,.481,.485,.187,2.1,9.2,5.6,13.3,1.1,1.4,11.5,17.3,-0.2,0.3,0.2,.014,-3.0,-0.6,-3.6,-0.2
Tyler Johnson,SG,27,BRK,8,194,15.6,.552,.456,.228,4.4,8.4,6.4,18.6,1.0,0.4,5.4,19.8,0.4,0.1,0.6,.144,0.6,-1.7,-1.1,0.0
Nikola JokiÄ‡,C,24,DEN,73,2336,24.9,.605,.238,.281,8.0,26.1,17.1,35.2,1.8,1.7,15.8,26.6,6.7,3.1,9.8,.202,5.5,2.0,7.4,5.5
Damian Jones,C,24,ATL,55,887,15.6,.712,.051,.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,2.2,0.6,2.8,.152,-1.6,0.1,-1.5,0.1
Derrick Jones Jr.,SF,22,MIA,59,1375,14.9,.620,.378,.352,5.6,13.1,9.5,6.7,2.1,2.7,6.9,13.9,2.6,1.8,4.4,.153,-0.3,1.1,0.7,1.0
Tyus Jones,PG,23,MEM,65,1232,15.7,.532,.289,.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,1.9,1.1,3.0,.117,0.4,0.2,0.6,0.8
DeAndre Jordan,C,31,BRK,56,1234,19.9,.682,.000,.425,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,3.0,2.2,5.2,.200,1.2,1.8,3.0,1.5
Cory Joseph,PG,28,SAC,72,1759,10.1,.517,.386,.170,2.7,9.4,6.0,19.1,1.5,1.1,15.3,12.9,1.2,1.1,2.3,.062,-2.1,0.1,-2.0,0.0
Mfiondu Kabengele,C,22,LAC,12,64,18.2,.614,.625,.156,1.7,15.8,8.9,4.9,1.5,2.8,5.5,23.7,0.1,0.1,0.2,.173,2.3,-0.1,2.2,0.1
Frank Kaminsky,C,26,PHO,39,777,14.2,.545,.404,.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21.0,0.7,0.7,1.4,.087,-0.1,-0.4,-0.5,0.3
Enes Kanter,C,27,BOS,58,983,22.4,.599,.020,.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,.214,1.8,-0.3,1.5,0.9
Luke Kennard,SG,23,DET,28,922,14.4,.589,.535,.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,1.6,0.3,1.9,.100,1.1,-1.4,-0.3,0.4
Stanton Kidd,SF,27,UTA,4,15,-13.7,.000,.333,.000,0.0,21.3,11.0,8.0,0.0,0.0,40.0,14.6,-0.1,0.0,-0.1,-0.327,-15.7,-1.3,-17.0,-0.1
Michael Kidd-Gilchrist,SF-PF,26,TOT,25,281,4.2,.416,.303,.212,5.3,20.4,12.8,7.1,0.3,1.9,18.1,13.7,-0.4,0.2,-0.2,-0.030,-6.3,-1.1,-7.4,-0.4
Michael Kidd-Gilchrist,PF,26,CHO,12,160,6.1,.421,.321,.170,5.9,18.4,11.9,9.5,0.0,1.7,10.9,17.6,-0.2,0.1,-0.1,-0.028,-5.3,-1.6,-6.9,-0.2
Michael Kidd-Gilchrist,SF,26,DAL,13,121,1.7,.395,.231,.385,4.4,23.1,13.9,4.0,0.8,2.1,37.2,8.5,-0.2,0.1,-0.1,-0.032,-7.6,-0.4,-8.0,-0.2
Louis King,SF,20,DET,10,62,6.2,.448,.524,.143,1.8,16.7,9.2,11.8,1.6,0.0,8.2,17.1,-0.1,0.0,0.0,-0.007,-5.1,-1.1,-6.2,-0.1
Maxi Kleber,C,28,DAL,74,1890,13.6,.605,.621,.181,6.3,15.1,10.8,6.3,0.6,3.8,9.5,13.9,3.2,1.7,4.8,.123,0.4,0.0,0.4,1.1
Brandon Knight,PG,28,TOT,25,462,8.5,.503,.784,.204,1.0,9.1,5.0,21.6,1.1,0.6,17.3,20.6,-0.2,0.1,-0.1,-0.010,-1.8,-2.6,-4.4,-0.3
Brandon Knight,PG,28,CLE,16,241,5.4,.431,.744,.151,1.4,7.9,4.6,18.0,1.0,0.7,14.9,19.1,-0.3,0.0,-0.3,-0.062,-3.9,-2.7,-6.7,-0.3
Brandon Knight,PG,28,DET,9,221,11.9,.576,.827,.259,0.5,10.4,5.4,25.6,1.1,0.4,19.6,22.2,0.1,0.1,0.2,.046,0.5,-2.5,-2.0,0.0
Kevin Knox,SF,20,NYK,65,1166,8.3,.470,.496,.252,2.5,14.7,8.4,7.4,1.0,2.3,9.2,17.8,-0.5,0.7,0.2,.007,-3.1,-1.1,-4.2,-0.7
John Konchar,SG,23,MEM,19,181,18.0,.713,.270,.054,10.7,16.6,13.7,16.2,1.8,1.5,15.6,10.3,0.5,0.2,0.7,.182,2.5,2.0,4.5,0.3
Furkan Korkmaz,SG,22,PHI,72,1559,12.0,.579,.632,.181,1.3,10.6,6.0,7.3,1.3,0.9,8.8,18.4,1.4,1.4,2.8,.085,-0.3,-1.0,-1.3,0.3
Luke Kornet,C,24,CHI,36,559,12.7,.539,.578,.150,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,0.5,0.6,1.1,.091,-0.9,-0.2,-1.2,0.1
Kyle Korver,SF,38,MIL,58,960,11.3,.620,.809,.140,1.6,10.4,6.3,9.2,1.2,1.1,13.4,15.4,0.9,1.5,2.5,.124,-0.6,0.7,0.1,0.5
Rodions Kurucs,PF,21,BRK,47,684,8.9,.555,.508,.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,-0.1,0.8,0.8,.055,-3.6,0.8,-2.8,-0.1
Kyle Kuzma,PF,24,LAL,61,1526,12.2,.531,.407,.232,3.8,15.7,9.8,7.6,0.9,1.5,11.0,22.9,0.1,1.9,2.0,.063,-1.6,-1.0,-2.6,-0.2
Skal LabissiÃ¨re,C,23,POR,33,567,15.4,.588,.088,.224,12.1,19.0,15.6,10.1,0.6,4.7,15.7,14.3,1.0,0.4,1.4,.119,-1.5,0.2,-1.3,0.1
Jeremy Lamb,SG,27,IND,46,1291,14.0,.547,.330,.230,2.1,14.8,8.5,10.5,2.1,1.5,8.7,19.6,0.9,1.8,2.7,.099,-1.1,0.8,-0.4,0.5
Romeo Langford,SG,20,BOS,32,370,5.4,.434,.338,.313,4.4,7.4,5.9,4.5,1.0,2.0,10.8,11.8,-0.2,0.4,0.2,.025,-4.7,-0.3,-4.9,-0.3
Zach LaVine,SG,24,CHI,60,2085,19.4,.568,.404,.279,2.1,13.8,7.7,21.7,2.0,1.3,13.3,31.7,1.8,2.2,4.0,.091,3.2,-0.8,2.4,2.4
Vic Law,SF,24,ORL,8,62,3.7,.363,.389,.333,3.4,16.2,9.6,6.7,1.6,0.0,8.8,15.8,-0.1,0.1,-0.1,-0.052,-7.1,-2.5,-9.6,-0.1
Jake Layman,PF,25,MIN,23,505,10.3,.544,.402,.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,0.0,0.3,0.3,.030,-2.7,-1.0,-3.7,-0.2
T.J. Leaf,PF,22,IND,28,222,12.9,.451,.209,.186,11.5,23.5,17.5,5.7,2.2,1.6,7.9,20.0,-0.1,0.4,0.3,.061,-2.5,0.1,-2.4,0.0
Jalen Lecque,PG,19,PHO,5,32,2.7,.460,.400,.200,0.0,7.0,3.5,8.6,0.0,0.0,15.5,17.1,0.0,0.0,0.0,-0.065,-7.1,-2.9,-10.0,-0.1
Courtney Lee,SG,34,DAL,24,345,10.8,.629,.573,.085,2.2,7.5,4.9,4.7,2.5,1.5,11.4,11.9,0.3,0.3,0.7,.092,-2.1,1.5,-0.6,0.1
Damion Lee,SG,27,GSW,49,1423,12.7,.548,.468,.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,0.9,0.8,1.7,.058,-1.5,-0.8,-2.3,-0.1
Alex Len,C,26,TOT,55,970,17.7,.600,.185,.329,11.1,25.2,18.0,7.9,1.1,4.3,13.1,18.1,1.5,1.0,2.5,.122,-0.5,-0.3,-0.7,0.3
Alex Len,C,26,ATL,40,745,17.5,.590,.215,.312,9.8,23.6,16.6,8.7,1.3,3.7,11.7,18.6,1.1,0.6,1.8,.113,-0.2,-0.2,-0.4,0.3
Alex Len,C,26,SAC,15,225,18.2,.640,.051,.407,15.1,30.8,22.8,5.2,0.6,6.4,18.7,16.5,0.4,0.3,0.7,.150,-1.3,-0.3,-1.6,0.0
Kawhi Leonard,SF,28,LAC,57,1848,26.9,.589,.287,.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33.0,5.4,3.3,8.7,.226,6.5,2.4,8.9,5.1
Meyers Leonard,C,27,MIA,51,1034,10.6,.627,.547,.120,3.4,24.0,14.1,7.6,0.7,1.4,13.7,12.2,0.9,1.2,2.1,.096,-1.3,0.4,-0.9,0.3
Caris LeVert,SG,25,BRK,45,1330,16.1,.514,.301,.269,3.9,10.7,7.4,25.0,1.9,0.6,12.6,29.5,0.1,1.4,1.5,.055,0.6,-0.9,-0.3,0.5
Damian Lillard,PG,29,POR,66,2474,26.9,.627,.500,.384,1.4,10.5,6.0,34.4,1.3,0.8,11.0,30.3,10.9,0.7,11.6,.225,8.3,-0.9,7.5,5.9
Nassir Little,PF,19,POR,48,573,9.6,.505,.391,.291,5.7,13.9,9.9,5.0,1.1,2.1,8.1,13.7,0.3,0.3,0.6,.047,-2.9,-0.6,-3.5,-0.2
Kevon Looney,C,23,GSW,20,262,9.4,.403,.177,.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,-0.2,0.2,0.0,.006,-4.8,-0.8,-5.6,-0.2
Brook Lopez,C,31,MIL,68,1817,15.0,.551,.484,.227,3.4,13.0,8.5,7.4,1.2,7.9,8.7,18.3,1.4,4.1,5.5,.145,-0.4,2.5,2.0,1.9
Robin Lopez,C,31,MIL,66,958,10.2,.554,.351,.177,6.2,10.2,8.3,6.3,0.5,4.1,16.4,16.6,-0.1,1.6,1.5,.077,-3.0,0.4,-2.6,-0.2
Kevin Love,PF,31,CLE,56,1780,17.9,.599,.536,.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,2.5,1.3,3.8,.101,2.6,-0.5,2.0,1.8
Kyle Lowry,PG,33,TOR,58,2098,17.7,.590,.580,.427,1.6,12.8,7.3,30.6,1.9,1.2,15.7,23.1,4.2,3.3,7.5,.171,2.2,1.0,3.2,2.8
